worker_id,name,city,zone_id,registration_date,weeks_active,is_eligible,worker_type,platforms,n_platforms,hours_per_day,active_days_per_week,weekly_earnings_avg,loyalty_weeks,loyalty_discount,autopay_enabled,autopay_discount,multi_platform_score,hist_claim_count,zone_risk_score
W001213,Ravi Kumar,Bengaluru,Z0058,2025-11-28,4,True,full_time,Amazon_Flex|Zomato|Swiggy,3,7.2,4,3374.82,4,0.04,True,0.05,0.642,0,0.264
W001214,Sunita Mehta,Delhi,Z0014,2025-03-06,42,True,full_time,Blinkit,1,7.3,5,2824.68,4,0.04,False,0.0,0.29,1,0.377
W001215,Ganesh Murugan,Chennai,Z0005,2024-02-17,97,True,full_time,Zepto|Zomato|Blinkit|Swiggy,4,8.9,5,4607.05,11,0.11,False,0.0,0.9,4,0.3739
W001216,Lakshmi Rao,Pune,Z0072,2025-01-18,49,True,part_time,Swiggy|Blinkit|Zepto,3,3.9,6,2085.58,0,0.0,False,0.0,0.618,0,0.2807
W001217,Nisha Krishnan,Chennai,Z0007,2025-03-31,39,True,super_active,Swiggy|Blinkit|Zepto,3,10.9,7,5099.26,2,0.02,True,0.05,0.686,4,0.4632
W001218,Lakshmi Rao,Kolkata,Z0099,2024-11-28,56,True,full_time,Zepto|Blinkit,2,7.0,5,3349.23,4,0.04,True,0.05,0.453,1,0.75
W001219,Meena Patel,Ahmedabad,Z0092,2025-01-28,48,True,full_time,Blinkit|Zomato,2,8.5,4,3088.31,6,0.06,False,0.0,0.412,1,0.2687
W001220,Ravi Kumar,Delhi,Z0098,2025-02-21,44,True,full_time,Swiggy,1,7.1,5,3397.3,9,0.09,True,0.05,0.278,1,0.75
W001221,Nisha Krishnan,Mumbai,Z0044,2024-08-01,73,True,full_time,Amazon_Flex|Zepto,2,7.0,3,2448.1,3,0.03,False,0.0,0.49,4,0.3316
W001222,Meena Patel,Hyderabad,Z0067,2025-06-07,29,True,full_time,Amazon_Flex,1,7.5,4,2406.8,5,0.05,True,0.05,0.288,2,0.3552
W001223,Pooja Mishra,Chennai,Z0006,2025-02-19,45,True,full_time,Swiggy,1,8.1,4,3146.43,20,0.15,True,0.05,0.288,0,0.4094
W001224,Meena Patel,Delhi,Z0018,2025-10-25,9,True,full_time,Blinkit,1,7.9,7,4941.91,1,0.01,True,0.05,0.236,1,0.4778
W001225,Manoj Iyer,Mumbai,Z0033,2024-03-27,92,True,full_time,Zepto,1,7.3,4,2534.12,1,0.01,True,0.05,0.238,4,0.608
W001226,Rohit Joshi,Delhi,Z0025,2025-10-26,9,True,super_active,Zomato,1,11.3,6,6276.03,5,0.05,False,0.0,0.271,1,0.5137
W001227,Manoj Iyer,Delhi,Z0028,2025-11-11,7,True,part_time,Blinkit,1,5.0,5,1724.73,3,0.03,True,0.05,0.265,1,0.4656
W001228,Meena Patel,Ahmedabad,Z0092,2025-06-04,30,True,part_time,Amazon_Flex,1,4.0,7,2223.65,3,0.03,True,0.05,0.224,3,0.2687
W001229,Priya Sharma,Mumbai,Z0097,2024-10-28,61,True,full_time,Blinkit,1,8.9,5,3611.47,1,0.01,True,0.05,0.243,1,0.75
W001230,Meena Patel,Kolkata,Z0082,2024-11-07,59,True,full_time,Zepto,1,7.4,6,3567.45,4,0.04,True,0.05,0.274,4,0.469
W001231,Ramesh Sundar,Kolkata,Z0099,2025-11-16,6,True,part_time,Blinkit|Zepto,2,5.0,3,869.2,0,0.0,True,0.05,0.456,0,0.75
W001232,Pooja Mishra,Hyderabad,Z0065,2024-04-06,90,True,part_time,Swiggy,1,3.3,6,1159.41,10,0.1,False,0.0,0.265,1,0.3346
W001233,Nisha Krishnan,Chennai,Z0001,2024-06-03,82,True,full_time,Zepto|Zomato,2,7.7,4,2238.32,3,0.03,False,0.0,0.408,6,0.3464
W001234,Ganesh Murugan,Bengaluru,Z0056,2025-12-08,3,True,part_time,Zepto|Blinkit,2,3.1,3,687.89,3,0.03,True,0.05,0.419,0,0.3227
W001235,Ramesh Sundar,Bengaluru,Z0100,2025-12-03,4,True,full_time,Swiggy,1,7.3,3,1641.67,4,0.04,False,0.0,0.269,0,0.75
W001236,Meena Patel,Delhi,Z0023,2025-02-20,44,True,full_time,Swiggy,1,7.5,7,4470.25,1,0.01,True,0.05,0.227,2,0.4344
W001237,Divya Babu,Bengaluru,Z0050,2024-07-22,75,True,super_active,Zepto,1,10.7,5,5130.5,7,0.07,True,0.05,0.219,6,0.3505
W001238,Rohit Joshi,Mumbai,Z0042,2025-08-18,19,True,part_time,Zepto,1,3.8,6,1936.51,5,0.05,False,0.0,0.295,0,0.5489
W001239,Rohit Joshi,Bengaluru,Z0054,2024-11-18,58,True,full_time,Zepto|Swiggy|Blinkit,3,8.4,5,4503.52,16,0.15,True,0.05,0.697,0,0.3261
W001240,Arun Shah,Mumbai,Z0044,2024-10-23,62,True,full_time,Amazon_Flex,1,8.2,5,2701.41,2,0.02,True,0.05,0.265,1,0.3316
W001241,Suresh Reddy,Bengaluru,Z0104,2025-06-03,30,True,full_time,Swiggy,1,8.9,4,2870.42,4,0.04,False,0.0,0.238,0,0.5
W001242,Ganesh Murugan,Bengaluru,Z0053,2025-03-12,42,True,super_active,Zepto,1,10.1,6,4393.2,1,0.01,False,0.0,0.231,2,0.4124
W001243,Vijay Das,Mumbai,Z0039,2025-08-28,17,True,full_time,Zepto,1,8.1,4,2879.01,2,0.02,True,0.05,0.244,0,0.5414
W001244,Manoj Iyer,Ahmedabad,Z0092,2024-06-13,80,True,part_time,Zepto|Swiggy,2,3.5,6,1178.02,2,0.02,False,0.0,0.43,3,0.2687
W001245,Anjali Verma,Delhi,Z0027,2025-12-05,3,True,full_time,Zepto,1,7.9,6,4986.03,1,0.01,True,0.05,0.258,1,0.4407
W001246,Suresh Reddy,Ahmedabad,Z0088,2024-11-17,58,True,full_time,Amazon_Flex,1,7.9,6,2922.75,3,0.03,True,0.05,0.2,2,0.3382
W001247,Meena Patel,Ahmedabad,Z0091,2025-07-04,25,True,super_active,Swiggy|Amazon_Flex|Blinkit,3,12.8,5,4658.31,7,0.07,True,0.05,0.662,0,0.3129
W001248,Nisha Krishnan,Delhi,Z0098,2025-12-01,4,True,part_time,Amazon_Flex,1,4.1,5,2044.92,1,0.01,True,0.05,0.252,0,0.75
W001249,Nisha Krishnan,Hyderabad,Z0062,2024-03-21,92,True,full_time,Zepto|Blinkit,2,8.7,7,4198.69,2,0.02,False,0.0,0.463,0,0.3974
W001250,Ganesh Murugan,Mumbai,Z0037,2025-09-09,16,True,super_active,Blinkit|Zomato,2,11.7,4,4948.36,1,0.01,False,0.0,0.425,0,0.5036
W001251,Suresh Reddy,Delhi,Z0014,2025-04-05,38,True,full_time,Zomato|Blinkit,2,8.0,6,3941.04,9,0.09,False,0.0,0.427,2,0.377
W001252,Manoj Iyer,Chennai,Z0007,2025-04-11,37,True,full_time,Zomato,1,8.3,5,3206.03,12,0.12,True,0.05,0.222,3,0.4632
W001253,Kiran Gupta,Mumbai,Z0035,2025-04-12,37,True,part_time,Swiggy|Amazon_Flex,2,3.1,6,1412.51,21,0.15,True,0.05,0.499,2,0.4372
W001254,Manoj Iyer,Delhi,Z0019,2025-09-02,17,True,full_time,Zomato|Amazon_Flex,2,7.2,5,2998.31,1,0.01,True,0.05,0.437,0,0.3606
W001255,Priya Sharma,Mumbai,Z0097,2024-03-19,93,True,full_time,Zepto,1,7.3,5,4168.24,15,0.15,True,0.05,0.202,2,0.75
W001256,Divya Babu,Bengaluru,Z0046,2024-11-17,58,True,part_time,Blinkit|Zomato,2,4.0,5,1568.56,10,0.1,False,0.0,0.496,2,0.3337
W001257,Deepa Pillai,Kolkata,Z0087,2025-09-23,14,True,full_time,Zepto,1,8.4,3,2032.34,14,0.14,False,0.0,0.234,0,0.4433
W001258,Deepa Pillai,Chennai,Z0096,2024-04-28,87,True,super_active,Zepto|Blinkit,2,13.5,5,6670.36,19,0.15,True,0.05,0.489,2,0.75
W001259,Rohit Joshi,Hyderabad,Z0066,2025-10-21,10,True,full_time,Amazon_Flex|Zomato|Swiggy,3,7.3,5,4164.32,6,0.06,True,0.05,0.616,0,0.4748
W001260,Nisha Krishnan,Bengaluru,Z0054,2024-11-22,57,True,super_active,Amazon_Flex,1,10.5,7,7047.56,16,0.15,True,0.05,0.25,1,0.3261
W001261,Manoj Iyer,Chennai,Z0007,2025-07-23,23,True,part_time,Zomato|Amazon_Flex,2,3.2,5,1582.04,6,0.06,False,0.0,0.476,1,0.4632
W001262,Deepa Pillai,Kolkata,Z0080,2024-02-03,99,True,full_time,Blinkit,1,8.1,4,2581.41,8,0.08,False,0.0,0.295,4,0.4549
W001263,Manoj Iyer,Kolkata,Z0082,2024-11-08,59,True,part_time,Amazon_Flex|Swiggy|Zepto,3,3.3,3,1090.25,1,0.01,True,0.05,0.652,4,0.469
W001264,Arjun Singh,Mumbai,Z0038,2024-11-29,56,True,part_time,Blinkit|Swiggy,2,3.6,6,2668.13,7,0.07,True,0.05,0.433,1,0.4735
W001265,Rohit Joshi,Delhi,Z0024,2025-06-11,29,True,full_time,Swiggy|Zomato,2,7.3,6,4148.15,1,0.01,False,0.0,0.471,0,0.3698
W001266,Nisha Krishnan,Chennai,Z0006,2025-07-21,23,True,part_time,Blinkit|Amazon_Flex,2,3.4,4,744.08,15,0.15,True,0.05,0.42,2,0.4094
W001267,Ramesh Sundar,Mumbai,Z0034,2025-01-05,51,True,full_time,Swiggy|Zepto,2,8.9,4,4166.57,6,0.06,False,0.0,0.477,2,0.4701
W001268,Arun Shah,Mumbai,Z0033,2025-06-08,29,True,part_time,Zomato|Amazon_Flex,2,4.1,3,1217.08,9,0.09,True,0.05,0.42,0,0.608
W001269,Suresh Reddy,Ahmedabad,Z0091,2025-11-23,5,True,full_time,Swiggy|Zomato,2,7.5,3,1645.48,5,0.05,False,0.0,0.473,0,0.3129
W001270,Divya Babu,Mumbai,Z0042,2025-11-13,6,True,full_time,Zepto|Zomato,2,8.9,7,4971.71,2,0.02,True,0.05,0.463,0,0.5489
W001271,Nisha Krishnan,Kolkata,Z0085,2024-07-25,74,True,full_time,Amazon_Flex|Blinkit|Zepto,3,9.0,4,3287.7,11,0.11,False,0.0,0.65,2,0.499
W001272,Deepa Pillai,Bengaluru,Z0046,2024-02-11,98,True,part_time,Zomato|Amazon_Flex|Blinkit,3,4.4,6,2262.3,0,0.0,False,0.0,0.631,1,0.3337
W001273,Arjun Singh,Delhi,Z0024,2025-09-22,14,True,full_time,Zepto,1,9.0,6,5532.62,1,0.01,True,0.05,0.289,1,0.3698
W001274,Kavitha Nair,Chennai,Z0101,2024-10-14,63,True,super_active,Zepto,1,11.5,6,5994.97,19,0.15,False,0.0,0.228,3,0.5
W001275,Nisha Krishnan,Bengaluru,Z0054,2024-05-28,83,True,full_time,Zepto,1,9.0,3,1733.8,16,0.15,True,0.05,0.232,6,0.3261
W001276,Lakshmi Rao,Bengaluru,Z0052,2024-08-01,73,True,part_time,Zomato,1,4.7,3,1127.36,2,0.02,True,0.05,0.286,5,0.3367
W001277,Lakshmi Rao,Delhi,Z0029,2024-01-07,103,True,super_active,Swiggy|Amazon_Flex|Zepto,3,12.7,5,5251.85,14,0.14,True,0.05,0.675,8,0.4182
W001278,Divya Babu,Mumbai,Z0038,2025-11-26,5,True,full_time,Swiggy,1,7.8,6,4919.33,3,0.03,True,0.05,0.277,1,0.4735
W001279,Lakshmi Rao,Hyderabad,Z0068,2025-05-28,31,True,full_time,Blinkit|Zomato|Zepto,3,8.9,5,3381.31,13,0.13,True,0.05,0.683,2,0.3968
W001280,Divya Babu,Bengaluru,Z0058,2024-06-13,80,True,full_time,Swiggy,1,8.0,5,3665.24,7,0.07,False,0.0,0.263,4,0.264
W001281,Priya Sharma,Kolkata,Z0080,2024-07-17,76,True,full_time,Swiggy,1,9.0,4,2318.08,0,0.0,True,0.05,0.29,2,0.4549
W001282,Rohit Joshi,Ahmedabad,Z0088,2025-05-15,32,True,full_time,Amazon_Flex|Blinkit|Zomato,3,8.7,6,4183.01,19,0.15,True,0.05,0.616,3,0.3382
W001283,Ganesh Murugan,Mumbai,Z0033,2025-01-02,51,True,full_time,Zepto|Amazon_Flex|Zomato,3,8.2,5,3731.21,3,0.03,True,0.05,0.628,2,0.608
W001284,Pooja Mishra,Kolkata,Z0099,2025-09-14,15,True,full_time,Amazon_Flex|Blinkit,2,8.2,5,3499.75,5,0.05,True,0.05,0.452,0,0.75
W001285,Manoj Iyer,Chennai,Z0006,2025-10-30,8,True,full_time,Amazon_Flex,1,8.3,5,3892.31,0,0.0,False,0.0,0.297,1,0.4094
W001286,Arjun Singh,Mumbai,Z0042,2024-08-02,73,True,full_time,Zepto,1,8.2,4,2113.33,22,0.15,False,0.0,0.208,2,0.5489
W001287,Arjun Singh,Delhi,Z0013,2024-04-24,88,True,full_time,Swiggy|Zomato|Amazon_Flex,3,7.4,7,5951.19,3,0.03,True,0.05,0.634,2,0.4133
W001288,Sunita Mehta,Delhi,Z0027,2024-02-24,96,True,full_time,Swiggy,1,8.7,6,4679.76,2,0.02,True,0.05,0.236,5,0.4407
W001289,Nisha Krishnan,Delhi,Z0014,2025-03-15,41,True,full_time,Swiggy,1,7.5,6,3082.32,5,0.05,False,0.0,0.221,2,0.377
W001290,Suresh Reddy,Ahmedabad,Z0090,2024-07-08,77,True,full_time,Blinkit|Zomato,2,7.7,4,2507.59,3,0.03,False,0.0,0.414,3,0.3766
W001291,Vijay Das,Chennai,Z0004,2024-05-03,86,True,full_time,Blinkit,1,8.9,5,2634.27,5,0.05,False,0.0,0.261,3,0.4164
W001292,Arjun Singh,Chennai,Z0005,2025-02-25,44,True,part_time,Zomato,1,4.5,4,1284.05,17,0.15,False,0.0,0.207,1,0.3739
W001293,Kiran Gupta,Chennai,Z0007,2025-04-19,36,True,full_time,Swiggy,1,7.3,5,2699.59,3,0.03,True,0.05,0.298,0,0.4632
W001294,Ramesh Sundar,Pune,Z0072,2024-08-09,72,True,full_time,Zomato,1,7.0,7,3166.86,14,0.14,False,0.0,0.258,4,0.2807
W001295,Sunita Mehta,Delhi,Z0030,2025-11-16,6,True,full_time,Amazon_Flex,1,7.2,6,4535.08,1,0.01,False,0.0,0.245,1,0.4862
W001296,Ravi Kumar,Bengaluru,Z0050,2024-08-24,70,True,part_time,Blinkit|Zepto|Swiggy|Amazon_Flex,4,4.0,5,1754.91,1,0.01,True,0.05,0.818,5,0.3505
W001297,Divya Babu,Bengaluru,Z0050,2024-10-03,64,True,super_active,Zomato|Zepto|Amazon_Flex,3,14.0,5,7948.46,19,0.15,True,0.05,0.629,1,0.3505
W001298,Priya Sharma,Chennai,Z0009,2024-06-18,80,True,part_time,Zepto,1,3.8,5,1038.63,11,0.11,False,0.0,0.206,1,0.4084
W001299,Ganesh Murugan,Ahmedabad,Z0090,2025-07-17,23,True,full_time,Zomato|Amazon_Flex,2,7.0,6,3002.09,2,0.02,True,0.05,0.419,1,0.3766
W001300,Anjali Verma,Delhi,Z0014,2025-11-18,6,True,full_time,Amazon_Flex|Zepto|Blinkit|Zomato,4,8.2,7,5957.56,2,0.02,False,0.0,0.814,0,0.377
W001301,Rohit Joshi,Delhi,Z0098,2024-03-05,95,True,part_time,Blinkit,1,4.2,6,2519.4,13,0.13,True,0.05,0.234,4,0.75
W001302,Nisha Krishnan,Bengaluru,Z0051,2024-04-14,89,True,full_time,Zomato|Blinkit|Zepto,3,8.5,6,4798.13,9,0.09,False,0.0,0.641,3,0.3846
W001303,Anjali Verma,Delhi,Z0029,2024-12-20,53,True,part_time,Swiggy|Blinkit|Amazon_Flex,3,3.3,4,1574.94,14,0.14,False,0.0,0.629,2,0.4182
W001304,Lakshmi Rao,Kolkata,Z0082,2025-02-02,47,True,full_time,Swiggy|Amazon_Flex,2,8.2,5,2347.98,21,0.15,False,0.0,0.495,5,0.469
W001305,Nisha Krishnan,Chennai,Z0002,2025-07-31,21,True,full_time,Zepto,1,8.8,3,2484.93,11,0.11,True,0.05,0.204,0,0.3082
W001306,Ravi Kumar,Delhi,Z0019,2025-08-30,17,True,full_time,Zomato|Zepto,2,7.7,6,4949.42,1,0.01,True,0.05,0.425,0,0.3606
W001307,Nisha Krishnan,Pune,Z0074,2025-07-15,24,True,part_time,Zepto|Blinkit,2,3.3,7,2122.97,0,0.0,False,0.0,0.465,0,0.2021
W001308,Manoj Iyer,Pune,Z0071,2024-08-25,70,True,part_time,Zomato|Amazon_Flex,2,3.7,3,811.32,4,0.04,True,0.05,0.454,3,0.3685
W001309,Ganesh Murugan,Chennai,Z0096,2025-06-01,30,True,full_time,Amazon_Flex|Swiggy|Blinkit,3,9.0,6,3824.75,2,0.02,True,0.05,0.635,1,0.75
W001310,Deepa Pillai,Delhi,Z0019,2025-06-27,26,True,super_active,Swiggy|Zepto,2,12.1,7,8117.18,2,0.02,True,0.05,0.452,0,0.3606
W001311,Meena Patel,Kolkata,Z0079,2024-03-11,94,True,full_time,Amazon_Flex|Swiggy,2,7.0,7,3265.04,6,0.06,True,0.05,0.418,4,0.3925
W001312,Nisha Krishnan,Delhi,Z0024,2025-03-31,39,True,full_time,Zepto|Zomato,2,7.5,6,4584.75,11,0.11,False,0.0,0.464,2,0.3698
W001313,Arjun Singh,Hyderabad,Z0060,2025-10-02,12,True,super_active,Zepto,1,13.0,5,4262.71,12,0.12,False,0.0,0.238,0,0.3518
W001314,Kiran Gupta,Mumbai,Z0038,2025-06-26,26,True,full_time,Zomato,1,8.9,5,3241.56,1,0.01,True,0.05,0.262,0,0.4735
W001315,Lakshmi Rao,Delhi,Z0013,2025-10-07,12,True,full_time,Swiggy|Blinkit|Zepto,3,7.2,4,3398.38,6,0.06,False,0.0,0.602,0,0.4133
W001316,Anjali Verma,Delhi,Z0017,2025-02-10,46,True,super_active,Swiggy|Zomato,2,12.5,5,6473.64,12,0.12,False,0.0,0.437,4,0.4548
W001317,Manoj Iyer,Kolkata,Z0080,2024-11-16,58,True,part_time,Zomato,1,4.0,6,1229.12,16,0.15,False,0.0,0.208,3,0.4549
W001318,Arun Shah,Mumbai,Z0041,2025-05-13,33,True,full_time,Blinkit,1,8.8,4,3681.18,0,0.0,True,0.05,0.261,1,0.4673
W001319,Ramesh Sundar,Mumbai,Z0043,2025-11-18,6,True,full_time,Zepto|Amazon_Flex,2,8.2,6,4278.04,2,0.02,True,0.05,0.461,0,0.4982
W001320,Kavitha Nair,Delhi,Z0020,2024-06-09,81,True,super_active,Zepto|Amazon_Flex|Swiggy|Blinkit,4,11.7,7,7871.07,11,0.11,False,0.0,0.865,2,0.4737
W001321,Sunita Mehta,Chennai,Z0001,2025-09-26,13,True,super_active,Amazon_Flex|Swiggy|Zomato,3,12.3,3,3528.03,13,0.13,True,0.05,0.631,1,0.3464
W001322,Vijay Das,Mumbai,Z0036,2024-12-11,55,True,full_time,Amazon_Flex|Swiggy,2,7.0,5,2871.91,0,0.0,True,0.05,0.417,0,0.5307
W001323,Arun Shah,Hyderabad,Z0062,2024-12-16,54,True,full_time,Blinkit,1,7.4,6,2981.9,15,0.15,False,0.0,0.278,2,0.3974
W001324,Nisha Krishnan,Bengaluru,Z0046,2025-11-05,8,True,full_time,Amazon_Flex|Blinkit,2,7.1,5,2912.26,4,0.04,False,0.0,0.438,0,0.3337
W001325,Divya Babu,Delhi,Z0014,2025-10-08,12,True,super_active,Swiggy,1,10.2,3,2429.89,8,0.08,False,0.0,0.202,0,0.377
W001326,Suresh Reddy,Chennai,Z0011,2025-07-20,23,True,super_active,Amazon_Flex,1,14.0,6,6821.7,3,0.03,False,0.0,0.252,3,0.4109
W001327,Kiran Gupta,Hyderabad,Z0069,2025-05-13,33,True,full_time,Swiggy,1,8.4,5,3007.97,23,0.15,True,0.05,0.293,1,0.3592
W001328,Arjun Singh,Ahmedabad,Z0094,2024-12-09,55,True,full_time,Zomato,1,8.4,7,3617.9,3,0.03,True,0.05,0.29,1,0.3162
W001329,Ramesh Sundar,Chennai,Z0003,2024-05-24,83,True,full_time,Zepto|Zomato|Amazon_Flex,3,7.0,5,3478.39,7,0.07,False,0.0,0.652,2,0.3985
W001330,Manoj Iyer,Bengaluru,Z0052,2025-08-16,19,True,full_time,Zepto,1,7.9,5,3811.82,0,0.0,True,0.05,0.255,1,0.3367
W001331,Kiran Gupta,Chennai,Z0005,2025-09-08,16,True,super_active,Zepto,1,12.8,4,3833.8,12,0.12,False,0.0,0.272,1,0.3739
W001332,Pooja Mishra,Pune,Z0070,2025-11-25,5,True,full_time,Zepto,1,7.8,4,2562.35,2,0.02,False,0.0,0.222,0,0.314
W001333,Lakshmi Rao,Kolkata,Z0084,2025-05-12,33,True,full_time,Swiggy,1,9.0,5,3738.58,1,0.01,False,0.0,0.287,0,0.4442
W001334,Ramesh Sundar,Bengaluru,Z0051,2025-09-04,16,True,part_time,Swiggy,1,4.1,5,2008.87,6,0.06,False,0.0,0.232,0,0.3846
W001335,Suresh Reddy,Ahmedabad,Z0094,2025-07-30,22,True,full_time,Amazon_Flex,1,8.4,7,3645.36,0,0.0,False,0.0,0.214,2,0.3162
W001336,Ganesh Murugan,Hyderabad,Z0060,2024-02-06,99,True,part_time,Zepto,1,4.3,5,1590.83,14,0.14,True,0.05,0.202,4,0.3518
W001337,Lakshmi Rao,Chennai,Z0012,2025-03-26,40,True,super_active,Blinkit,1,10.2,5,4281.34,4,0.04,False,0.0,0.207,0,0.479
W001338,Divya Babu,Hyderabad,Z0065,2025-06-13,28,True,full_time,Zomato|Swiggy,2,8.5,4,2153.94,28,0.15,False,0.0,0.418,0,0.3346
W001339,Arun Shah,Ahmedabad,Z0088,2024-04-29,87,True,full_time,Swiggy|Zepto,2,7.5,6,3913.05,12,0.12,True,0.05,0.474,1,0.3382
W001340,Ramesh Sundar,Delhi,Z0021,2024-09-23,66,True,full_time,Swiggy,1,8.7,6,3652.96,18,0.15,True,0.05,0.204,1,0.4475
W001341,Lakshmi Rao,Pune,Z0073,2024-11-20,58,True,full_time,Swiggy|Blinkit,2,8.0,5,2445.44,13,0.13,False,0.0,0.402,1,0.244
W001342,Pooja Mishra,Chennai,Z0006,2025-02-10,46,True,part_time,Swiggy,1,3.8,4,1152.84,3,0.03,False,0.0,0.278,1,0.4094
W001343,Kiran Gupta,Delhi,Z0030,2025-07-14,24,True,super_active,Zomato,1,12.8,5,4972.0,0,0.0,True,0.05,0.231,0,0.4862
W001344,Manoj Iyer,Bengaluru,Z0048,2024-12-28,52,True,super_active,Swiggy|Zomato,2,11.1,7,7800.32,7,0.07,False,0.0,0.416,1,0.31
W001345,Rohit Joshi,Hyderabad,Z0067,2024-02-29,95,True,part_time,Amazon_Flex,1,3.2,4,879.55,16,0.15,True,0.05,0.252,4,0.3552
W001346,Priya Sharma,Hyderabad,Z0061,2025-09-15,15,True,super_active,Blinkit,1,13.0,6,6687.61,2,0.02,False,0.0,0.245,0,0.3633
W001347,Meena Patel,Chennai,Z0006,2024-07-31,74,True,full_time,Amazon_Flex,1,7.1,6,4100.16,2,0.02,True,0.05,0.282,6,0.4094
W001348,Kiran Gupta,Ahmedabad,Z0091,2025-03-21,40,True,part_time,Zepto,1,4.6,5,1200.14,0,0.0,True,0.05,0.227,2,0.3129
W001349,Ramesh Sundar,Ahmedabad,Z0095,2024-08-23,70,True,full_time,Amazon_Flex,1,8.0,6,3485.2,9,0.09,True,0.05,0.209,1,0.2869
W001350,Kavitha Nair,Pune,Z0070,2024-03-24,92,True,part_time,Zepto,1,3.5,3,779.35,12,0.12,False,0.0,0.278,2,0.314
W001351,Lakshmi Rao,Bengaluru,Z0049,2024-01-11,102,True,full_time,Blinkit,1,7.4,4,2099.83,4,0.04,True,0.05,0.281,4,0.373
W001352,Ganesh Murugan,Pune,Z0076,2024-04-05,90,True,full_time,Zomato,1,8.6,5,3592.3,9,0.09,False,0.0,0.277,5,0.3509
W001353,Deepa Pillai,Mumbai,Z0033,2024-08-01,73,True,super_active,Blinkit,1,13.6,5,5296.98,5,0.05,False,0.0,0.269,0,0.608
W001354,Lakshmi Rao,Hyderabad,Z0067,2025-01-01,52,True,part_time,Blinkit,1,4.6,5,2106.18,9,0.09,True,0.05,0.204,3,0.3552
W001355,Pooja Mishra,Kolkata,Z0105,2025-04-30,35,True,full_time,Amazon_Flex|Blinkit,2,8.5,3,2200.94,3,0.03,True,0.05,0.446,1,0.5
W001356,Arun Shah,Kolkata,Z0078,2024-01-21,101,True,part_time,Zomato|Swiggy,2,3.3,6,1400.23,19,0.15,True,0.05,0.465,3,0.425
W001357,Ganesh Murugan,Delhi,Z0022,2025-05-18,32,True,super_active,Swiggy|Zomato,2,12.3,3,3380.51,0,0.0,False,0.0,0.452,1,0.4275
W001358,Suresh Reddy,Kolkata,Z0083,2024-08-16,71,True,full_time,Amazon_Flex|Swiggy,2,8.1,3,1832.63,2,0.02,False,0.0,0.486,5,0.4231
W001359,Divya Babu,Delhi,Z0024,2025-08-11,20,True,full_time,Swiggy|Amazon_Flex,2,7.4,4,2290.78,1,0.01,True,0.05,0.495,0,0.3698
W001360,Vijay Das,Ahmedabad,Z0092,2024-07-01,78,True,full_time,Zomato|Swiggy|Blinkit,3,8.8,5,3183.62,2,0.02,True,0.05,0.68,2,0.2687
W001361,Pooja Mishra,Ahmedabad,Z0093,2025-01-19,49,True,super_active,Zomato,1,10.9,5,3731.08,6,0.06,True,0.05,0.226,0,0.3688
W001362,Manoj Iyer,Kolkata,Z0087,2025-06-06,29,True,full_time,Blinkit|Zepto,2,8.5,6,4371.07,6,0.06,True,0.05,0.491,0,0.4433
W001363,Sunita Mehta,Pune,Z0076,2024-05-09,85,True,full_time,Swiggy,1,8.5,7,4134.69,15,0.15,True,0.05,0.257,2,0.3509
W001364,Suresh Reddy,Chennai,Z0003,2025-06-24,27,True,super_active,Swiggy|Zomato,2,10.2,6,4121.06,8,0.08,False,0.0,0.473,3,0.3985
W001365,Ganesh Murugan,Pune,Z0074,2024-04-30,87,True,full_time,Zepto|Swiggy|Zomato,3,7.4,6,2805.39,1,0.01,False,0.0,0.637,3,0.2021
W001366,Suresh Reddy,Chennai,Z0006,2025-11-06,7,True,full_time,Zepto,1,7.3,6,2544.11,7,0.07,True,0.05,0.211,0,0.4094
W001367,Kiran Gupta,Chennai,Z0008,2025-08-02,21,True,part_time,Swiggy,1,4.3,6,2232.14,10,0.1,True,0.05,0.25,2,0.5171
W001368,Rohit Joshi,Delhi,Z0024,2025-05-08,33,True,super_active,Zepto,1,13.4,6,8095.06,6,0.06,False,0.0,0.256,1,0.3698
W001369,Ravi Kumar,Pune,Z0077,2024-01-31,100,True,super_active,Zepto,1,10.4,6,4003.19,2,0.02,False,0.0,0.218,3,0.3173
W001370,Arjun Singh,Ahmedabad,Z0093,2025-01-14,50,True,part_time,Amazon_Flex,1,4.3,5,1450.31,4,0.04,False,0.0,0.209,2,0.3688
W001371,Pooja Mishra,Delhi,Z0028,2025-02-21,44,True,full_time,Blinkit|Zepto,2,7.4,4,3155.85,18,0.15,False,0.0,0.466,2,0.4656
W001372,Sunita Mehta,Delhi,Z0022,2025-10-20,10,True,super_active,Swiggy,1,10.3,3,3163.55,5,0.05,False,0.0,0.231,0,0.4275
W001373,Divya Babu,Pune,Z0077,2024-04-12,89,True,part_time,Swiggy|Zepto,2,4.4,3,1199.26,11,0.11,False,0.0,0.43,3,0.3173
W001374,Kavitha Nair,Kolkata,Z0085,2025-10-05,12,True,full_time,Zepto|Amazon_Flex,2,8.2,5,3946.85,1,0.01,False,0.0,0.419,0,0.499
W001375,Divya Babu,Ahmedabad,Z0093,2025-04-07,38,True,part_time,Amazon_Flex|Blinkit,2,4.9,4,1450.41,5,0.05,False,0.0,0.458,3,0.3688
